"","x"
"1",0.458288147561294
"2",7.20278026021182
"3",4.93769279739124
"4",4.74605084115632
"5",6.99932228641324
"6",4.96384791465378
"7",5.82256215319258
"8",-2.56549330441176
"9",8.26226182405158
"10",-2.60765783928088
"11",7.32891343698788
"12",7.77260267497159
"13",-1.58717592070305
"14",16.8769643813195
"15",-16.7250442653387
"16",5.64641326976329
"17",4.05476096552029
"18",2.54830969973363
"19",-29.313631454275
"20",12.6857146731261
"21",4.61445303832236
"22",20.3807195471654
"23",15.9150134193534
"24",-2.59600142492651
"25",13.9323633460378
"26",15.1401535511592
"27",-27.0622705391111
"28",3.26580220202489
"29",41.5449640339541
"30",15.2604755758814
"31",36.9974504902485
"32",-19.699479916611
"33",3.71589339286982
"34",-9.9809240711387
"35",8.08225540428259
"36",14.6459992105058
"37",-9.70658403231448
"38",50.547825113441
"39",23.6522243411289
"40",12.4633003211428
"41",-17.2003250332843
"42",12.6739701856462
"43",15.3335741639496
"44",-115.483643077165
"45",14.593091098455
"46",26.125707091374
"47",81.8233260877792
"48",2.86303854107439
"49",47.1341591359385
"50",-28.0434949109771
"51",22.2406885631842
"52",34.0004864446533
"53",-21.7398458998985
"54",14.6394923699614
"55",16.8245452307121
"56",-53.3680067499477
"57",4.05229006009711
"58",-0.605312795170903
"59",61.8442553186917
"60",7.69533147489528
"61",-17.2886917548096
"62",-36.8637772640573
"63",72.9911208617118
"64",-34.0723231109916
"65",-12.5703341879116
"66",18.0924844103691
"67",-8.46684134877523
"68",19.134938693054
"69",-15.8886869377413
"70",-66.6119099673213
"71",-5.96451302494597
"72",-52.741290320615
"73",39.9144724687869
"74",-65.3566640903498
"75",-81.6886468565708
"76",45.2780570677592
"77",38.7839093432908
"78",-48.9326701253805
"79",-10.9320960104544
"80",-36.3598001230077
"81",-91.11010194664
"82",35.886911990184
"83",18.2457270711668
"84",23.15938482059
"85",-28.9892638575473
"86",-13.7943904097141
"87",24.8315918475801
"88",-45.0331193486693
"89",-14.9073993795864
"90",-52.614343399562
"91",-78.8995007250572
"92",26.7953700320434
