"","x"
"93",-63.9836414872351
"94",10.1458997315296
"95",52.7367461568049
"96",-34.9674925550137
"97",-18.8114044396006
"98",-31.4515646662182
"99",13.034295885812
"100",27.1681869542331
"101",31.3289855983078
"102",18.1766275509903
"103",-10.1642182100931
"104",6.42547818608512
"105",6.23867910269178
"106",5.68133401297285
"107",17.3725956126627
"108",17.0434971591568
"109",26.0011960121147
"110",-6.90160868941882
"111",-11.8612389671786
"112",-7.13919379179407
"113",-17.0574750776151
"114",25.6285249876874
"115",-35.4367754089399
"116",-7.76470197822647
"117",16.4071453264575
"118",-8.60055809124884
"119",34.3226422965101
"120",13.6013776243715
"121",-14.4335111475
"122",2.74632051513998
"123",-8.12261278511295
"124",-29.5663537417822
"125",17.5405256347557
"126",8.02388099464275
"127",5.0963874176249
"128",2.6793726375011
"129",-8.72240509524482
"130",-16.4137252370642
"131",25.6911403403018
"132",2.26799592088554
"133",4.67666077559096
"134",1.83567414651424
"135",3.43508578624869
"136",6.19713187391244
"137",-24.6602987374262
"138",-18.0063390346483
"139",4.2427413685964
"140",16.029933553577
"141",14.834329429491
"142",25.2523055958827
"143",8.76256844520901
"144",11.1605501007591
"145",3.75300563962873
"146",-9.90683092229551
"147",-16.9769269567965
"148",50.0631919632883
"149",17.472597339386
"150",-7.73032838373115
"151",-24.0647194847749
"152",-34.3166907746087
"153",56.829714983219
"154",2.6433555807065
"155",-48.6221430875299
"156",3.21053502104019
"157",-87.7839079910348
"158",1.57437911632394
"159",-45.1928726849836
"160",61.9600316729945
"161",-1.45480748463302
"162",-66.4375257967973
"163",-48.6051945891608
"164",40.1460317671381
"165",-91.1594767191413
"166",-135.915294199796
"167",-61.322274474282
"168",6.50266347999485
"169",-22.2647634991031
"170",-71.0524440712362
"171",-1.38470300372779
"172",72.3229964855073
"173",15.4587853203745
"174",9.91834208759605
"175",9.81486303140008
"176",51.8456060567636
"177",-5.47082484889688
"178",12.7432811026114
"179",2.18455418760396
"180",31.3561437756432
"181",-28.3586810999646
"182",-9.58685057258215
"183",55.5229002788231
"184",9.37650237809495
"185",-67.6650785112118
"186",-29.7491277814747
"187",7.23587232370988
"188",4.97748639703082
"189",8.93884464575447
"190",52.9487964074434
"191",-8.17188915403383
"192",30.1163546713804
"193",29.4342962532339
"194",13.5557239330495
"195",-17.3327981413706
"196",32.6360286780254
"197",-14.5217046115893
"198",-29.0039874708253
"199",5.85644533242628
"200",-92.5209663041928
"201",-10.7613388662473
"202",14.2716101679462
"203",31.2641596162789
"204",-13.3393990923874
"205",48.0879338883134
"206",17.9245771478447
"207",24.8827190031094
"208",-7.11942767271807
"209",-44.913665527178
"210",-9.28961859026
"211",38.1130798377181
"212",-0.607513825995369
"213",31.8454954015582
"214",-21.9316803910866
"215",-24.2374983081963
"216",28.045560050291
"217",20.9000199056681
"218",24.0527095181958
"219",11.9228419046669
"220",23.2089101173113
"221",29.7753975939634
"222",-34.0813400137861
"223",49.5147579289869
"224",-18.9661545904376
"225",9.72805101453918
"226",33.2319861771952
"227",40.9378117124138
"228",7.71476224103435
"229",-16.2521444155224
"230",2.44774249448062
"231",42.4779384159577
"232",-24.8922498780639
"233",38.3117081839953
"234",16.2906472126593
"235",-3.73742781309255
"236",2.83744734674298
"237",21.3110728448668
"238",-51.0862590802953
"239",106.050269184814
"240",-58.898155367433
"241",7.79299079145812
"242",11.1763803754731
"243",19.6165618961162
"244",-18.0248404691027
"245",21.3831308567324
"246",-28.1666805493963
"247",7.03254062149961
"248",-83.0531118605535
"249",-27.8663155696209
"250",60.4634844415938
"251",37.2051263218622
"252",-45.3638922114714
